q11_id,q12_age_int,q13_age_attd,q14_no_game,q15_team_sup,q16_attd_who,mar28,apr17,may2,may9,may23,june6,june27,july4,july24,july31,aug15,q18_game_last,q19_sport_fx,q21,q22,q23,q24,q25,q26,q27,q28,q29,q210,q211,q3,q41,q42,q43,q44,q45,q46,q51,q52,q53,q54,q55,q56,q57,q58,q61,q62,q63,q64,q65,q71,q711,q712,q72,q721,q722,q723,q73,q731,q732,q74,q741,q742,q75,q751,q81,q82,q83,q84,q85,q91,q911,q912,q92,q921,q922,q923,q924,q93,q931,q932,q933,q934,q94,q941,q942,q943,q95,q951,q952,q953,q10a,q10b,q10c,q10d,q10e,q10f,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q12a,q12b,q12c,q12d,q131,q132,q133,q134,q135,q136,q137,q138,q139,q141,q142,q143,q144,q145,q146,q151,q152,q153,q154,q155,q156,q157,q158,q159,q1510,q16,q17,q18,q18b,q19,q20,q21_agev152,q22_sexv153,q23_postcode,q24a,q24b,q24c,q24d,q24e,q24f,q25_incomev161
503,30,30,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,5,5,4,2,4,5,7,7,5,5,5,2,2,4,4,2,3,4,5,5,3,3,2,2,40,20,20,20,20,5,5,5,2,3,4,4,4,4,5,5,5,3,3, ,80,10, , ,10,4,3,3,5,5,5,3,4,5,5,6,5,5,5,5,4,4,6,6, ,3,5,5,5,4,5,5,6,6,5,4,5,3,5,2,1,1,2,6,5,5,5,4,5,5,4,4,3,3,6,5,3,4,7,5,3,6,6,4,5,2,6,4,1, ,1, ,1, ,5,2,2112,0,1,0,0,0,0,6
862,25,25,0,1,3,0,1,0,0,0,1,1,1,0,0,0,1, ,1,1,1,1,1,1,4,4,7,6,1,7,3,1,4,3,2,1,5,2,7,7,4,1,1,2,50,20,10,10,10,4,4,4,3,2,2,4,4,3,4,5,5,5,5,5,20,20,10,10,40,4,6,4,5,5,4,3,4,6,6,6,6,6,6,6,6,6,4,4,3,1,6,4,4,4,4,6,4,4,4,5,5,4,2,7,1,1,1,6,6,6,4,6,5,6,4,6,1,1,7,4,1,4,5,2,2,6,5,1,4,1,6,1,1, ,1, ,1, ,3,2,2114,0,1,0,0,0,0,4
962,10,17,0,3,3,0,0,1,1,1,1,1,1,1,1,0,2,3,2,1,2,5,1,1,4,1,6,3,4,4,5,3,4,5,6,4,5,6,7,7,5,3,3,6,50,10,20,15,5,5,5,4,5,3,3,5,5,3,5,5,5,5,5,3,10,20,20,10,40,6,6,4,5,5,5,4,6,5,5,6,5,3,5,6,6,5,6,5,6,4,6,5,6,5,5,5,5,4,6,4,6,3,5,2,2,2,3,6,6,5,5,6,5,6,5,6,5,4,4,3,4,6,6,4,4,6,7,3,3,2,6,3,1, ,2,4,1, ,5,2,2118,1,0,0,0,0,0,6
787,14, ,8,1,3,1,0,0,1,1,1,1,1,1,1,1,2,3,7,7,7,7,2,6,5,5,7,7,6,4,5,2,4,6,5,3,7,7,7,5,4,7,4,6,75, ,20, ,5,5,5,5,5,5,5,5,6,6,6,6,6,7,5,5,30,30,20,10,10,6,6,6,4,4,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,6,1,1,1,1,7,7,5,4,5,6,6,6,6,6,4,6,4,7,7,2,6,6,5,7,5,7,7,7,1,1, ,1, ,1, ,5,2,2119,0,1,0,0,0,0,7
1167,5,7,10,3,2,1,1,1,1,1,1,1,1,1,1,1,2, ,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,7,7,4,4,5,6,40,10,20,20,10,6,5,6,5,4,4,3,6,6,5,5,5,6,5,5,10,50,10,20,10,5,3,3,4,5,4,4,6,5,4,5,4,5,6,6,6,5,5,5,4,6,4,5,5,4,5,6,5,5,5,3,4,4,4,2,1,2,2,6,6,6,7,6,5,7,6,7,6,6,4,5,4,7,6,4,4,5,5,3,6,2,6,2,2,2,2, ,1, ,6,2,2120,0,1,0,0,0,0,6
953,24,24,9,1,2,1,1,1,1,0,1,1,1,1,1,1,2,3,7,7,6,7,4,4,5,7,6,5,7,5,5,4,4,5,4,1,5,4,7,7,6,5,2,5,25,20,20,20,15,5,5,6,5,5,4,5,5,4,4,6,6,6,5,5,20,25,10,20,25,5,6,6,6,5,5,4,7,6,6,6,6,6,6,6,6,5,5,7,6,5,5,6,5,5,5,6,5,6,6,3,4,5,4,2,2,2,2,6,6,6,6,4,5,6,5,6,3,3,1,2,5,7,4,4,7,6,6,4,6,2,6,3,1, ,1, ,1, ,5,1,2121,0,1,0,0,0,0,6
1148,16,16,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,7,7,7,7,4,6,3,4,6,6,7,5,2,3,5,7,4,3,5,5,7,7,5,4,4,5,55,25, ,15,5,6,6,7,7,7,7,6,5,5,6,6,6,6,7,6,5,65, ,25,5,5,5,5,6,6,6,6,6,6,6,6,6,5,7,7,7,4,6,6,5,6,6,5,5,4,3,5,6,5,5,5,6,5,5,3,2,1,1,6,6,6,5,6,6,7,6,7,6,7,3,2,6,6,5,4,5,7,6,4,6,1,7,2,1, ,1, ,1, ,5,2,2122,0,1,0,0,0,0,6
1149,16,25,10,2,2,1,1,1,1,1,1,1,1,0,1,1,2,2,4,3,5,6,2,5,5,6,7,5,4,6,4,3,6,5,4,2,4,4,5,5,3,2,1,6,20,40,10,20,5,4,5,3,4,3,5,2,5,3,5,4,3,5,3,3,10,25,15,40,10,3,2,3,4,5,2,4,3,3,3,4,5,3,5,5,5,4,3,2,2,2,4,6,5,4,5,6,5,4,6,4,5,4,4,2,1,4,2,6,6,6,6,6,4,6,6,6,6,6,4,3,4,5,5,2,2,7,3,2,1,3,7,2,1, ,1, ,1, ,5,1,2122,0,1,0,0,0,0,6
59,30,30,10,1,3,1,1,1,1,1,1,1,1,1,1,1,2,4,7,1,5,7,7,7,7,1,4,1,5,7,7,7,7,6,7,7,7,7,7,7,7,6,7,5,30,25,15,20,10,6,5,4,6,5,5,5,6,5,5,7,6,5,6,6,10,15,20,25,30,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,6,6,6,6,5,5,7,6,6,5,5,1,2,1,1,7,6,6,7,7,7,6,6,7,7,7,1,5,7,7,3,7,7,7,7,7,5,7,7,1,1, ,2,1,1,2,7,2,2122,0,1,0,0,0,0,6
581,10,10,6,3,3,1,1,0,0,1,1,1,1,0,1,0,2,2,3,1,2,6,1,3,5,1,7,3,2,6,2,1,1,5,2,1,1,1,4,4,2,1,1,1,15,30,30,20,5,4,3,4,3,2,3,3,5,4,3,4,4,6,6,4,25,30,10,10,25,6,6,6,5,5,5,4,7,7,7,7,6,5,7,7,7,6,5,5,5,4,6,6,5,3,6,6,4,4,5,4,4,4,4,3,1,1,1,5,6,5,4,4,7,7,6,7,5,4,5,5,1,4,4,3,5,4,6,2,3,1,4,1,2,1,2,1,1,1,6,1,2122,1,0,0,0,0,0,6
95,32,32,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,6,6,3,5,2,7,6,4,3,6,3,2,3,3,3,1,2,4,6,6,1,1,3,5,50,12,16,12,10,4,4,3,5,3,3,5,4,4,5,5,5,5,4,4,40,25,5,5,25,5,4,3,5,5,5,5,5,3,4,5,5,5,6,6,6,6,5,5,5,5,6,6,4,4,6,5,6,4,6,3,5,3,3,2,2,2,2,6,6,6,5,5,4,6,6,5,5,7,5,5,4,3,4,3,2,5,4,2,3,2,5,3,1, ,1, , , ,5,1,2122,1,0,0,0,0,0,7
22,7,12,0,3,2,1,1,0,0,1,0,1,1,1,1,1,2,2,7,7,2,7,7,7,6,2,4,1,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,7,45,20,10,23,2,6,5,5,5,5,4,3,4,4,3,4,3,3,4,3,20,30,10,30,10,3,3,3,6,5,6,6,7,6,6,6,6,6,7,6,7,7,6,7,7,5,6,5,5,6,5,6,7,6,5,6,6,5,5,1,2,1,1,6,7,5,7,6,6,7,6,7,7,7,6,6,7,7,2,6,6,7,7,6,5,2,7,6,2,1,2,1,1,1,4,2,2126,0,1,0,0,0,0,4
513,6,11,10,2, ,0,1,1,1,1,1,1,1,0,0,1,1,3,7,7,7,7,6,7,7,1,6,4,7,4,7,7,7,7,7,5,6,5,7,7,4,4,4,7,35,25,20,20,0,5,5,5,4,4,4,5,6,5,5,5,6,5,5, ,10,10,10,40,30,5,5,5,5,5,6,5,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,6,6,5,5,5,6,6,6,6,6,6,6,4,6,6,6,6,6,7,6,4,6,6,7,4,1, ,1, ,1, ,7,2,2126,0,1,0,0,0,0,6
695,26,26,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,5,5,2,2,5,2,5,4,2,4,4,4,4,5,4,1,2,2,4,4,2,2,1,2,20,20,20,20,10,5,5,4,5,4,4,5,5,4,5,5,5,5,5,4,20,20,20,20,20,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,5,5,4,4,4,5,5,4,4,5,4,4,4,3,3,4,3,3,4,4,4,2,2,4,2,1, ,1, ,1,2,3,1,2130,1,0,0,0,0,0,3
398,7,17,6,3,2,1,1,1,1,1,0,1,1,1,1,1,1,2,7,7,5,7,4,7,5,1,5,3,3,6,6,5,3,4,5,2,3,3,7,7,5,3,3,4,20,20,30,20,10,5,4,3,4,2,3,5,6,4,6,7,6,7,7,4,10,20,20,30,30,5,5,6,5,4,6,6,6,6,5,7,7,6,6,7,7,7,7,7,7,4,5,6,5,5,6,6,6,6,7,7,6,5,5,7,2,2,2,7,6,7,6,6,6,7,6,7,3,5,3,3,6,7,7,5,7,7,6,5,7,2,7,6,1, ,2,1,1,1,3,1,2133,0,1,0,0,0,0,6
431,20,40,10,2,3,1,1,1,1,1,1,1,0,1,1,1,1,2,7,7,7,7,6,7,7,1,7,3,7,6,6,2,6,3,6,5,6,6,7,7,5,7,6,7,20,40,20,10,10,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,40,10,10,30,10,5,5,5,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,5,5,5,6,2,2,2,2,6,6,6,6,6,6,6,6,6,7,7,6,6,7,7,7,4,7,6,7,5,5,4,7,5,1, ,1, ,1,1,7,2,2134,0,1,0,0,0,0,4
995,17,14,11,1, ,1,1,1,1,1,1,1,1,1,1,1,2,3,3,7,7,7,5,5,7,7,6,3,6,7,6,5,7,7,7,6,7,7,7,7,7,4,4,6,20,20,20,30,10,6,5,5,6,5,7,6,7,7,7,6,5,7,6,4,30,20,20,20,10,6,5,6,7,6,6,5,7,6,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,1,2,1,1,7,7,6,6,2,6,6,6,7,7,7,1,4,7,7,4,7,7,7,7,7,7,7,7,4,1, ,1, ,1, ,3,1,2135,0,1,0,0,0,0,4
777,45,45,8,1,2,0,0,0,0,0,0,0,0,0,1,1,1,3,7,7,7,7,4,7,7,7,6,3,7,7,7,3,5,6,6,3,7,7,7,7,7,7,7,7,20,20,20,20,20,4,4,5,5,4,6,5,5,5,4,5,5,5,6,5,25,20,10,25,20,6,6,6,6,6,7,5,5,5,5,5,5,5,7,7,7,7,6,6,6,2,6,7,6,6,7,7,6,6,6,6,7,5,5,1,1,1,1,7,7,6,7,6,7,7,7,7,7,7,3,6,6,7,6,5,6,7,7,5,6,2,7,4,2,2,2,2,1,1,7,1,2136,0,1,0,0,0,0,2
823,6,6,12,2,3,1,0,1,1,1,1,1,1,1,1,1,2,3,7,1,7,6,6,7,5,4,6,3,4,5,6,6,5,7,6,4,5,5,7,7,6,4,2,3,10,20,30,30,10,4,4,5,4,5,4,5,5,5,5,5,5,4,4,4,30,15,20,20,15,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,6,6,6,5,3,6,6,5,6,6,6,2,2,4,6,4,2,6,6,4,3,3,4,6,4,2,1,2,1,1,1,5,2,2142,0,1,0,0,0,0,6
93,4,4,0,3,3,1,1,1,1,1,1,0,1,1,1,1,2,2,7,7,7,7,3,7,4,1,7,4,3,4,7,7,7,7,7,6,4,4,2,2,1,2,1,2,20,20,30,25,5,5,5,5,5,5,6,4,6,6,5,5,4,5,5,5,25,5,15,35,20,6,5,5,4,4,4,3,5,5,4,6,6,6,6,6,7,5,5,6,5,4,6,5,5,4,4,5,5,4,5,4,6,4,3,3,2,2,2,6,6,5,5,4,4,4,5,5,3,6,1,4,4,7,7,7,7,7,7,7,7,1,7,4,2,4,1, ,1,4,3,2,2146,0,1,0,0,0,0,6
182,6,21,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,7,7,7,7,1,7,7,7,7,4,7,7,7,3,7,7,7,2,7,7,7,7,7,4,7,7,20,20,20,20,20,5,4,4,4,3,5,3,4,4,5,6,6,6,6,5,30,10,10,30,20,6,7,5,6,6,6,4,7,7,7,7,6,7,7,7,7,7,7,6,7, ,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,2,2,7,7,1,4,7,7,6,6,6,2,7,4,1, ,1, ,1, ,5,1,2150,1,0,0,0,0,0,3
136,16,5,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,7,7,2,7,7,2,1,4,7,7,4,2,4,4,1,7,4,7,7,7,4,4,4,25,25,10,20,20,4,4,4,4,4,4,6,3,4,3,6,4,5,5,3,20,10,20,40,10,6,6,6,5,4,6,3,5,4,4,6,5,3,6,7,6,7,4,4,4,1,5,5,3,3,5,7,5,5,7,4,5,5,5,2,1,1,1,5,6,3,5,6,3,6,5,6,7,7,2,6,7,7,4,4,7,7,7,4,7,4,4,4,2,1, , ,1, ,5,1,2150,0,1,0,0,0,0,4
79,69,20, ,1,3,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,7,7,7,7,1,7,5,1,7,7,7,6,7,7,7,6,7,7,7,7,4,7,3,7,20,20,20,20,20,5,5,4,6,6,7,5,7,7,6,7,7,7,7,7,20,20,20,20,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,1,4,7,7,7,1,7,4,7,7,2,1,2, ,1,1,4,2,2151,0,1,0,0,0,0,2
193,30,30,6,2,2,1,1,1,1,0,0,1,0,0,0,0,1,3,7,7,7,7,1,5,3,4,7,7,3,5,5,3,4,3,3,2,2,3,6,6,2,2,1,3,80,10,5,3,2,5,5,4,5,4,3,5,6,5,5,4,4,5,5,5,30,30,5,5,30,5,7,7,5,5,7,4,7,4,4,4,4,4,7,6,6,6,5,5,5,4,5,5,5,5,5,5,5,5,6,5,6,5,4,5,4,3,3,5,6,6,6,4,6,6,6,5,3,5,6,3,3,3,4,2,1,7,3,2,2,2,7,3,1, ,2,1,1, ,7,2,2154,0,1,0,0,0,0,4
257,14,14,5,2, ,1,1,1,1,1,1,1,1,1,1,1,2,3,7,7,7,7,7,5,5,1,7,2,5,7,7,6,7,6,7,7,7,7,7,7,7,5,7,7,40,20,10,20,10,5,5,5,5,5,6,5,6,6,5,6,6,7,7,7,10,20,40,20,10,6,5,5,6,7,7,5,6,6,7,7,6,6,7,6,7,6,6,6,6,5,6,6,6,6,7,6,6,5,7,6,6,6,5,1,1,1,1,6,7,7,6,7,7,7,7,6,7,6,3,4,7,7,5,7,7,7,7,6,7,3,7,3,2,2,2,2,1, ,7,2,2154,0,1,0,0,0,0,2
825,30,30,4,2,2,1,1,1,1,0,1,1,1,1,1,1,1,3,7,7,2,7,2,7,2,1,7,2,4,7,5,1,7,5,7,3,7,5,7,7,3,4,1,6,20,20,20,30,10,5,5,4,4,4,5,4,4,3,5,5,4,4,6,4,20,20,40,10,10,7,6,5,6,7,6,7,7,4,5,5,5,6,7,6,6,6,6,6,5,5,5,5,6,6,6,6,6,6,7,7,6,5,7,3,3,2,2,7,6,6,6,5,6,5,5,6,7,7,1,6,7,7,3,7,6,7,7,5,7,6,6,3,2,2,2,1,1, ,6,2,2155,0,1,0,0,0,0,6
73,50,50,11,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,7,7,7,7,7,1,5,1,7,2,7,5,7,7,7,6,7,5,7,7,7,7,5,7,5,7,20,20,20,35,5,5,5,4,5,4,6,6,5,5,6,6,6,5,5,4,5,15,5,40,15,6,6,5,7,7,6,7,7,5,5,6,6,5,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,6,6,5,6,7,5,1,1,1,1,7,7,6,6,4,7,7,7,6,7,7,2,1,7,7,4,6,7,6,7,6,5,4,7,1,1, ,2,1,1, ,7,2,2160,0,1,0,0,0,0,7
1137,14,18,11,3,3,1,0,0,0,0,0,1,1,1,1,1,1,2,7,1,1,7,5,7,3,1,7,1,7,4,4,5,2,7,6,4,4,4,4,4,3,4,4,5,60,10,10,10,10,4,4,4,4,4,4,4,6,5,5,6,5,7,6,6,50,10,10,10,20,1,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,7,7,7,7,7,7,7,7,7,6,7,1,1,7,7,1,4,6,4,4,4,4,1,2,1,2,2,2,2,1,2,6,2,2167,1,0,0,0,0,0,3
1172,39,11,1,1, ,1,1,1,1,1,1,1,1,1,1,1,2,3,7,1,7,7,6,1,7,1,7,2,7,7,7,5,7,6,7,4,7,7,7,7,7,5,5,7,60,10,10,10,10,5,5,5,5,4,4,5,5,5,5,5,6,5,6,5,20,20,20,20,20,6,6,6,6,6,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,6,7,6,7,7,7,7,7,7,1,7,7,7,7,6,7,1,7,7,7,1,4,4,1, ,1, ,1, ,5,2,2170,0,1,0,0,0,0,5
763,10,14,3,2,3,1,1,1,1,1,1,1,1,1,1,1,2,3,7,2,7,7,7,7,7,2,7,4,7,7,7,7,7,6,6,6,7,7,7,7,7,5,7,7,20,20,20,20,20,5,4,4,6,4,4,5,6,5,5,6,7,6,6,6,20,20,20,20,20,7,7,5,6,6,6,6,6,7,6,6,5,5,6,6,6,6,6,6,6,4,7,7,7,6,6,6,6,6,7,6,5,5,5,1,1,1,1,7,7,5,5,4,5,6,6,6,7,6,2,7,6,7,5,5,7,7,7,6,6,5,7,4,1, ,1, ,1, ,5,1,2170,1,0,0,0,0,0,2
900,20,22,4,2,3,1,1,1,0,1,1,1,1,1,1,1,2,3,5,1,1,7,5,1,5,3,7,5,3,5,4,3,4,6,4,2,5,4,7,7,5,4,4,4,50,10,10,20,10,5,5,5,5,4,4,5,5,4,4,5,4,5,6,5,40,25,10,10,15,5,5,3,5,5,5,5,6,5,5,5,5,6,5,5,5,5,6,6,6,4,5,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,5,6,6,6,7,5,5,6,6,7,7,1,4,7,7,4,7,7,7,7,7,7,7,7,4,1, ,2,1,1, ,3,2,2191,0,1,0,0,0,0,5
779,31,31,0,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,3,1,3,7,7,7,1,5,1,1,1,4,1,1,1,1,4,4,1,1,1,2,40,40,1,1,18,4,2,2,3,3,5,4,3,2,2,4,5,5,4,4,30,30,20,10,10,3,3,4,3,3,3,3,3,4,4,2,2,2,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,3,2,2,5,4,6,1,1,2,6,6,6,6,7,5,5,6,6,1,1,4,5,2,3,2,1,4,7,3,1,7,1,7,1,1, ,1, ,1, ,3,1,2195,0,1,0,0,0,0,6
454,12,12,8,1,3,1,1,1,1,1,1,0,0,1,1,1,1,3,5,1,5,6,7,3,7,1,7,7,7,6,4,7,7,7,4,3,3,3,7,7,1,1,1,2,91,5,2,1,1,4,4,5,4,4,4,3,4,4,4,6,7,5,7,7,13,15,2,50,20,4,2,2,4,5,4,4,7,2,1,4,3,3,7,7,7,7,7,7,7,7,2,4,7,4,7,5,7,7,7,7,7,3,7,1,1,1,1,6,5,1,7,2,7,7,7,4,4,4,1,1,7,7,7,4,7,7,5,7,7,7,7,6,1, ,1, ,1, ,5,2,2198,1,0,0,0,0,0,3
479,6,10,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,6,6,7,6,5,7,1,5,3,6,7,6,5,7,4,4,1,6,6,5,5,6,5,3,4,20,50,15,10,5,5,6,5,6,5,4,5,6,4,5,6,6,6,6,4,20,30,30,15,5,5,4,5,6,6,5,5,7,6,6,5,5,5,6,7,7,6,5,6,6,2,4,6,4,5,5,6,7,6,6,4,7,6,5,2,1,1,1,7,6,5,6,6,6,6,6,6,7,6,6,4,6,7,2,4,6,5,6,5,6,2,6,2,2,1,2,1,1,1,6,1,2198,0,1,0,0,0,0,6
443,43,43,4,1,3,1,1,1,1,1,1,1,1,1,1,0,2,3,3,1,6,6,1,1,1,7,5,1,4,6,4,2,2,3,4,5,4,4,7,7,5,6,1,6,20,20,40,15,5,5,5,5,6,6,6,6,6,6,5,4,5,6,4, ,20,30,20,10,20,6,6,6,6,6,5,5,6,4,5,7,5,6,6,6,7,5,6,6,5,5,6,6,6,6,6,6,6,6,7,6,7,6,6,1,1,1,1,7,6,7,7,6,6,6,6,7,7,7,2,2,6,7,4,5,5,7,7,6,6,4,7,2,1, ,1, ,1, ,6,1,2199,1,0,0,0,0,0,4
494,50,50,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,6,7,7,7,7,1,6,6,7,4,5,7,7,3,5,5,7,4,6,6,7,7,6,6,6,7,20,20,20,20,20,6,6,5,6,5,6,5,6,6,6,7,7,7,7,7,20,20,20,20,20,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,7,3,7,7,7,7,5,7,5,5,1,5,5,1, ,1, ,1, ,7,2,2199,0,1,0,0,0,0,6
1101,12,37,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,1,3,6,2,1,6,7,7,4,4,2,2,2,2,2,1,3,1,6,6,4,1,1,3,20,20,20,20,20,5,5,5,4,3,3,4,6,6,6,6,6,6,6,5, ,40, ,30,30,5,5,5,6,6,4,4,6,4,5,6,5,6,6,6,6,6,3,3,2,5,5,5,5,5,5,5,4,4,5,4,4,6,4,2,2,2,2,6,6,5,5,6,5,6,5,6,6,6,6,4,5,4,6,4,3,6,5,5,6,2,6,3,1, ,1, ,1, ,5,2,2203,0,1,0,0,0,0,6
638,25,25,6,2,3,1,1,1,1,1,1,0,0,1,1,1,1,4,4,1,6,7,7,2,7,2,1,1,1,6,3,6,6,5,2,6,3,3,6,6,2,2,1,1,15,30,15,25,15,5,5,3,3,1,2,4,5,4,6,2,2,4,5,4,30,20,20,10,20,4,3,6,5,5,4,5,7,5,5,5,6,5,6,6,6,7,5,5,4,6,6,2,5,2,5,2,2,2,5,5,6,2,2,5,2,2,5,5,6,5,4,6,6,6,5,6,7,7,5,6,4,3,5,3,5,6,6,1,6,1,7,4,1, ,2,1,1, ,3,2,2204,0,1,0,0,0,0,4
685,9,12,3,2,3,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,4,4,3,4,5,2,5,4,3,5,4,2,3,5,3,1,4,2,5,5,3,2,3,3,40,40,13,5,2,5,5,5,5,5,5,5,6,6,5,6,5,6,6,6,5,30,5,30,30,6,6,6,7,7,5,5,6,6,6,6,5,5,6,6,6,6,6,6,6,5,5,5,4,4,5,5,4,5,4,5,5,5,5,4,2,2,2,6,6,6,6,6,5,6,5,6,3,5,4,2,5,4,6,5,4,6,5,5,4,2,6,2,1, ,1, ,1,1,5,2,2204,1,0,0,0,0,0,6
317,50,51,2,1,3,1,1,1,1,0,0,0,1,1,1,1,1,2,1,1,7,7,2,4,5,5,5,2,4,4,4,2,2,2,4,2,6,5,7,7,4,3,2,5,20,20,20,20,20,5,5,4,5,4,3,3,5,4,3,5,5,5,4,4,25,25,10,20,20,5,4,2,5,5,4,4,4,5,5,5,5,5,6,6,6,6,6,5,5,5,4,4,4,4,4,4,3,3,6,4,6,3,2,5,1,1,1,6,6,6,4,5,5,4,4,4,6,4,6,4,6,7,4,4,6,6,6,4,6,1,6,4,1, ,1, ,1, ,7,2,2205,1,0,0,0,0,0,7
1092,4,5,7,2,2,0,0,0,0,0,1,1,1,1,1,1,1,4,5,7,7,7,7,7,6,1,6,1,6,5,5,3,7,7,6,4,4,2,6,6,2,1,1,2,30,20,20,20,10,5,5,6,6,5,7,6,6,6,6,6,6,7,5,5,30,30,10,20,10,6,5,3,5,6,6,5,6,4,4,4,4,4,5,6,6,4,7,4,4,6,6,6,6,6,7,7,6,3,6,2,7,6,6,3,3,1,1,7,5,7,7,5,5,6,6,6,1,1,1,2,5,6,1,5,3,7,6,5,6,1,7,4,2,1,1, ,1, ,5,2,2205,0,1,0,0,0,0,7
403,50,68,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,6,4,2,5,1,5,2,6,6,5,3,4,6,5,2,5,5,6,6,5,5,4,5,30,20,20,15,15,4,4,3,4,4,4,4,4,3,3,4,4,4,3,3,25,20,15,15,25,5,4,4,5,4,4,5,6,5,5,5,5,5,4,4,4,5,4,5,4,3,5,5,5,5,5,5,5,4,4,4,4,6,5,4,5,5,5,5,5,4,5,4,5,5,5,6,5,5,3,5,2,4,6,3,3,5,5,3,4,1,6,4,1, ,2,1,1, ,4,2,2209,0,1,0,0,0,0,7
473,6,10,6,2,2,0,1,1,0,1,1,1,1,1,1,1,1,3,4,7,7,7,3,7,5,1,7,4,7,7,7,5,7,7,7,7,4,4,7,7,4,3,1,5,90,5,3,1,1,5,6,5,5,4,5,3,5,6,5,5,5,5,6,4, ,70,5,5,20,6,5,5,5,5,5,5,5,5,6,6,6,5,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,6,6,6,6,7,6,6,6,6,7,6,4,3,6,6,7,6,4,7,6,1,4,1,7,1,2,1,2,1,1,1,6,2,2210,0,1,0,0,0,0,6
803,35,38,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,1,1,2,5,7,5,3,6,1,1,2,6,3,1,3,2,7,7,2,1,1,2,30,20,15,10,25,4,4,5,5,5,5,4,5,5,5,4,4,5,6,6,50,20,10,5,15,5,3,3,4,4,4,4,3,5,5,5,5,4,5,5,4,4,5,4,4,4,5,3,3,3,3,4,6,5,5,4,5,4,4,4,3,3,2,6,5,5,4,5,4,4,4,4,7,5,5,6,6,5,7,3,5,7,5,3,4,1,7,2,1, ,1, ,1, ,5,1,2213,1,0,0,0,0,0,4
394,35,35,6,1,3,1,1,1,1,1,0,0,1,1,1,1,1,1,5,7,7,7,1,3,5,7,7,6,7,4,3,2,3,5,4,2,4,4,4,4,4,4,2,4,20,20,20,20,20,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,10,40, ,10,40,7,7,7,6,5,5,7,7,7,7,7,7, ,7,7,7,7,5,5,5,5,7,7,7,7,7,7,7,4,7,7,7,4,4,4,2,2,2,7,7,7,7,6,7,7,7,7,4,5,6,7,7,6,7,1,4,7,6,2,3,1,7,1,1, ,1, ,1,4,6,2,2216,0,1,0,0,0,0,4
