q11_id,q12_age_int,q13_age_attd,q14_no_game,q15_team_sup,q16_attd_who,mar28,apr17,may2,may9,may23,june6,june27,july4,july24,july31,aug15,q18_game_last,q19_sport_fx,q21,q22,q23,q24,q25,q26,q27,q28,q29,q210,q211,q3,q41,q42,q43,q44,q45,q46,q51,q52,q53,q54,q55,q56,q57,q58,q61,q62,q63,q64,q65,q71,q711,q712,q72,q721,q722,q723,q73,q731,q732,q74,q741,q742,q75,q751,q81,q82,q83,q84,q85,q91,q911,q912,q92,q921,q922,q923,q924,q93,q931,q932,q933,q934,q94,q941,q942,q943,q95,q951,q952,q953,q10a,q10b,q10c,q10d,q10e,q10f,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q12a,q12b,q12c,q12d,q131,q132,q133,q134,q135,q136,q137,q138,q139,q141,q142,q143,q144,q145,q146,q151,q152,q153,q154,q155,q156,q157,q158,q159,q1510,q16,q17,q18,q18b,q19,q20,q21_agev152,q22_sexv153,q23_postcode,q24a,q24b,q24c,q24d,q24e,q24f,q25_incomev161
968,5,12,2,2,3,1,0,1,1,0,0,0,1,1,1,1,1,3,6,1,7,7,1,7,2,5,7,2,2,5,2,2,5,6,2,1,2,4,5,5,1,1,1,1,30,40,20,10,0,6,5,7,6,4,6,6,6,7,6,3,4,5,6,4,10,15,15,30,30,6,6,5,6,6,7,5,6,6,5,7,6,5,6,6,6,6,7,7,7,7,2,3,5,3,6,6,4,4,6,3,6,3,2,6,2,2,1,7,7,6,5,6,6,6,6,6,7,5,2,6,5,6,6,3,6,4,5,3,7,3,4,1,2,1,2,1,1,1,3,2,2010,0,0,1,0,0,0,4
733,20,20,3,1,3,0,0,0,1,1,1,1,1,1,1,1,1,4,1,1,6,7,4,6,4,5,4,1,7,4,5,4,7,7,6,5,5,5,7,7,5,5,4,6,30,20,20,20,10,4,4,4,4,4,5,4,4,4,4,5,5,5,5,4,20,20,20,20,20,4,5,6,4,5,5,5,6,5,5,5,4,5,5,6,6,6,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,4,4,4,4,3,4,4,4,4,6,6,3,4,6,5,4,3,6,6,5,5,6,5,7,5,1, ,1, ,1, ,5,2,2010,0,0,1,0,0,0,4
389,14,20,4,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,5,5,5,4,5,5,5,4,4,7,4,3,4,6,6,5,7,5,7,7,5,5,4,4,20,25,25,20,10,6,6,6,5,5,6,4,5,5,5,5,7,7,6,5,20,25,20,20,15,5,6,4,5,7,5,5,5,5,5,6,4,5,6,6,7,5,5,7,5,6,7,7,7,7,7,7,6,6,7,6,6,6,6,3,1,1,1,6,6,5,6,6,5,5,5,6,6,6,2,2,7,7,2,4,7,7,7,4,4,1,4,4,1, ,1, ,1, ,5,2,2011,0,0,1,0,0,0,6
924,30,30,3,1,3,1,1,1,1,1,0,0,0,0,0,0,1,4,1,1,7,7,1,4,1,7,7,1,4,4,1,1,1,2,1,1,1,1,4,4,1,1,1,1,20,20,30,20,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,30,10,10,20,30,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,6,4,5,4,4,7,4,4,4,7,6,5,7,4,6,7,7,7,7,7,5,5,4,4,7,4,4,1,6,1,4,1,1,6,1, ,1, ,1,1,3,1,2015,0,0,1,0,0,0,6
762,37,34,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,7,4,4,7,7,2,6,7,7,2,7,7,7,4,7,6,7,4,7,7,7,7,4,6,1,5,10,20,40,25,5,5,5,2,4,2,3,3,4,3,2,3,3,4,2,5,25,5,20,40,10,6,6,6,4,2,1,1,3,3,2,5,6,5,4,6,6,1,6,7,7,7,5,5,3,4,4,4,5,4,6,5,5,5,6,6,4,4,2,5,4,5,4,4,3,2,2,3,7,7,1,1,7,7,1,7,7,6,7,3,1,1,4,2,1, ,1, ,1, ,6,1,2016,0,0,0,0,1,0,5
355,8,13,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,6,6,1,6,7,5,4,3,2,4,6,4,5,5,6,5,4,4,5,5,4,2,3,5,35,30,20,10,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6, ,25,30,5,10,30,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,6,5,5,6,5,5,5,5,4,5,5,4,5,2,2,2,2,5,5,5,5,5,5,5,5,5,2,4,4,4,3,3,5,1,4,1,4,3,5,1,1,4,2,2,2, ,1,2,3,2,2021,0,0,1,0,0,0,6
520,4,4,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,5,7,7,7,5,1,5,3,7,4,7,4,6,7,7,5,7,7,7,7,7,4,7,7,60,10,10,10,10,6,6,5,6,4,5,5,6,5,6,6,6,6,6,6,20,10,40,20,10,6,6,6,7,6,6,4,6,6,6,6,6,6,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,6,7,7,7,7,7,7,1,4,7,7,4,7,7,7,7,7,7,7,7,4,2,1,1, ,1,1,3,2,2022,0,0,1,0,0,0,3
88,34,34,1,1,3,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,7,7,1,1,1,7,7,2,4,4,3,2,2,2,2,1,4,3,7,7,3,5,1,7,20,20,20,20,20,6,5,6,5,4,6,4,7,5,5,5,6,6,5,5,20,20,20,20,20,7,7,4,6,7,7,5,6,7,5,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,7,6,7,7,7,7,7,5,7,7,7,4,6,5,7,5,4,5,1,5,4,1,4,1,1,2, ,2, ,1, ,5,1,2023,0,0,1,0,0,0,3
1100,18,19,0,1,3,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,6,6,4,4,5,6,6,5,5,7,5,4,3,4,4,4,5,5,6,7,7,6,5,5,25,35,20,15,5,6,6,5,5,5,4,3,5,4,4,5,6,6,5,4,15,20,20,15,30,5,6,3,4,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,7,5,5,6,7,7,7,6,6,6,6,7,6,7,2,2,2,2,6,6,6,6,6,6,6,6,6,7,7,3,4,6,7,4,5,7,2,7,4,5,4,5,4,1, ,1, ,1, ,2,1,2023,0,0,0,0,0,1,1
390,8,8,5,2,3,1,1,1,1,1,1,1,1,1,1,1,2,4,7,7,7,7,7,7,7,1,4,1,6,7,7,5,7,7,7,2,6,6,6,6,4,2,1,6,30,20,20,20,10,5,5,4,5,4,4,4,6,5,5,6,6,6,6,4,20,10,40,20,10,5,5,5,5,4,4,5,5,4,4,5,4,4,6,6,6,6,5,5,5,5,6,6,6,6,5,5,6,5,6,5,5,5,5,3,1,1,1,6,5,4,4,4,4,5,5,6,7,7,2,6,6,5,7,2,5,2,5,2,4,1,4,5,2,1,2,1,1,1,6,1,2024,0,0,0,1,0,0,2
660,8,9,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,7,7,6,3,7,5,7,4,3,7,7,5,7,6,7,7,7,7,7,7,7,5,7,7,25,15,20,10,30,5,7,6,7,6,6,7,6,7,7,6,7,7,6, ,20,10,20,20,30,7,7,7,7,6,6,7,7,7,5,7,7,7,7,6,7,7,7,5,7,7,7,7,7,7,7,7,6,7,7,6,6,7,7,1,2,3,1,7,5,7,7,3,7,7,6,7,7,7,6,7,7,6,7,1,6,7,7,5,7,7,6,7,1, ,1, ,1, ,1,2,2024,0,0,0,0,0,1,7
501,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,5,6,1,6,4,5,7,7,6,7,6,2,2,6,5,1,5,5,6,6,6,5,5,4,40,20,10,20,10,5,5,6,5,5,6,5,5,6,6,6,6,6,4,4,20,20,20,20,20,5,5,4,5,5,5,5,5,5,5,6,6,4,6,6,6,6,5,5,5,5,7,7,7,7,7,7,5,5,7,4,5,4,4,5,2,2,2,6,6,6,6,5,5,5,5,5,7,7,1,6,6,6,4,4,6,3,5,3,4,5,5,4,2,3,2,1,1, ,3,1,2024,0,0,1,0,0,0,3
941,3,15,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,7,7,7,7,4,1,6,3,6,7,7,6,6,7,6,4,7,7,7,7,7,7,5,5,60,10,10,10,10,6,5,4,6,5,7,6,6,5,5,6,6,6,7,5,25,20,20,25,10,6,6,7,7,7,7,7,7,6,6,6,6,5,7,7,7,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,2,2,7,7,7,5,6,1,6,3,1,1,1,7,2,2,2,2,1,2,5,2,2026,0,0,0,1,0,0,5
671,6,8,8,2,3,1,1,1,1,1,1,0,0,0,1,1,2, ,4,1,7,7,4,7,7,7,7,1,7,4,7,3,7,7,7,3,7,7,7,7,5,3,3,5,20,20,20,20,20,4,4,4,4,4,4,4,4,4,5,4,4,5,6,6,40,15,10,10,15,5,5,5,5,5,5,3,4,5,5,5,5,5,7,7,7,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,5,6,6,6,7,6,6,6,6,7,7,3,4,6,7,4,7,7,4,7,7,7,3,7,7,2,4,2,4,1,4,6,2,2026,0,0,0,0,1,0,3
857,29,29,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,7,2,1,6,6,1,1,1,4,1,1,1,4,3,1,3,3,6,6,2,1,1,1,35,30,10,20,5,5,4,4,5,4,4,5,5,4,5,5,5,5,4,4,30,10,10,10,40,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,7,3,6,4,5,1,1,1,1,6,6,6,4,4,4,5,4,4,7,7,6,4,5,6,4,3,3,2,6,4,5,3,4,4,1, ,1, ,1, ,3,1,2026,0,0,1,0,0,0,6
410,29,29,8,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,6,7, ,5,6,5,7,4,5,5,5,3,5,3,5,1,6,6,6,6,4,1,5,1,20,20,20,20,20,5,5,4,3,3,3,3,4,3,5,5,5,7,4,4,30,20,10,30,10,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,4,7,7,7,7,6,6,4,4,4,6,1,1,6,1,6,1,6,1,1,1,1,6,6,6,6,4,5,6,6,6,6,7,1,4,7,7,4,7,7,1,7,3,7,5,3,4,1, ,1, ,1, ,3,1,2026,0,0,1,0,0,0,4
895,18,21,4,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,6,6,2,1,6,1,7,7,4,4,2,5,4,3,4,1,5,2,6,6,4,5,2,5,50,15,15,15,5,4,4,4,4,2,2,4,5,5,5,6,6,6,5,5,20,20,30,15,15,5,5,4,5,5,4,4,6,5,5,6,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,5,2,3,5,2,2,2,6,5,2,4,5,5,4,4,5,6,1,2,5,5,5,5,3,4,1,5,3,3,1,2,2,1, ,1, ,1, ,3,1,2026,0,0,1,0,0,0, 
408,11,11,10,2,3,1,1,1,1,1,1,1,1,1,1,1,2,3,5,3,6,7,1,1,7,1,7,5,6,4,7,5,7,7,7,1,5,5,7,2,2,4,1,2,10,20,35,30,5,5,5,5,4,3,6,5,7,6,6,7,7,7,6,2,35,30,5,20,10,6,6,6,6,5,6,4,7,3,2,6,5,3,6,7,7,6,6,5,5,7,6,4,4,2,3,6,6,6,6,3,4,4,5,1,3,1,1,7,6,6,6,4,5,6,5,7,7,6,2,1,6,7,1,6,7,4,7,4,7,1,7,1,1, ,1, ,1, ,2,2,2027,0,0,0,0,0,1,6
914,6,10,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,7,7,7,7,1,7,4,1,5,1,7,5,4,2,2,4,3,3,5,2,6,7,5,4,1,4,30,20,20,20,10,5,5,5,5,4,3,4,4,5,6,6,6,6,3,3,30,10,10,10,40,6,5,6,5,5,5,4,5,5,4,6,5,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,7,2,1,1,1,7,7,7,7,1,7,7,7,7,7,7,6,6,5,6,7,3,5,1,5,5,3,2,2,3,2,1,2,1,1,1,5,1,2029,0,0,1,0,0,0,2
175,17,20,3,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,2,6,1,5,2,7,7,7,3,7,2,4,3,3,2,2,4,3,6,6,4,3,3,4,20,15,40,20,5,6,6,6,6,4,5,5,6,5,6,5,4,5,5,4,30,15,40,5,10,5,5,4,5,4,6,5,6,5,5,5,5,5,5,5,5,5,6,6,6,5,6,6,6,6,6,6,4,5,5,4,5,5,5,4,4,4,4,6,6,6,5,4,4,4,5,4,3,3,4,3,4,6,6,4,4,5,5,3,3,2,5,4,1, ,1, ,1, ,2,2,2030,0,0,1,0,0,0,3
836,22,21,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,4,5,2,1,3,5,2,2,2,6,3,2,3,3,4,3,3,4,4,4,3,2,3,4,20,40,15,15,10,5,4,5,5,3,4,4,5,5,5,5,5,5,6,6,20,30,15,10,15,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,5,4,5,4,5,3,3,3,2,5,5,5,5,5,5,5,5,5,5,6,5,4,5,6,6,4,4,4,4,3,3,2,3,2,1, ,1, , , ,3,1,2030,0,0,0,0,0,1,6
649,6,8,6,1,3,0,1,1,1,1,1,1,1,1,1,1,1,2,5,7,7,7,7,7,7,7,7,1,7,7,7,4,7,7,7,5,7,7,7,7,7,3,3,7,10,50,10,20,10,6,5,5,6,4,4,4,6,7,5,5,5,7,6,5,30,10,10,40,10,7,7,7,6,6,7,7,7,7,5,7,7,7,7,7,7,7,5,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,4,7,7,7,7,7,7,7,7,7,7,7,7,1, ,1, ,1,1,2,2,2030,0,0,1,0,0,0,6
1069,13,15,5,2,3,1,1,0,1,1,1,1,1,1,1,0,1,2,2,1,5,6,4,3,2,4,6,5,4,6,6,7,6,7,6,5,6,5,5,4,4,3,2,3,25,25,25,15,10,5,6,6,4,4,4,5,5,5,5,6,6,6,6,6,20,20,20,20,20,6,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,7,6,6,5,6,2,1,1,1,5,7,6,4,6,5,5,5,5,6,5,3,5,5,7,6,5,5,7,6,5,5,2,7,5,1, ,1, ,1,2,3,2,2031,0,0,1,0,0,0,4
893,31,28,8,1,3,0,1,1,0,1,1,0,1,1,1,1, ,3,1,1,6,6,1,4,1,7,1,1,1,4,4,1,5,2,4,1,3,2,6,6,1,1,1,1,25,25,25,25,0,4,3,5,4,4,6,6,6,6,5,6,6,4,4,4,20,40,0,10,30,5, ,4,6,6,6,7,4,6,6,5,5,5,5,5,6,6,7,7,7,7,5,4,5,4,5,6,4,4,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,3,4,5,2,1,1,4,1,4,3,7,1,1,4,1, ,1, ,1, ,3,1,2031,0,0,1,0,0,0,6
289,11,11,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,4,7,7,6,6,5,6,4,5,10,10,20,40,20,4, , ,5, , , ,7, , ,6,6,6,4, ,10,20,10,10,10,5, , ,6,6,4,5,6,4,4,4,4,4,6,6,6,6,5,5,5,3,6,6,6,6,6,6,6,4,6,4,6,6,4,2,1,1,1,6,6,6,6,5,5,5,3,6,5,6,2,2,6,7,2,6,6,1,6,5,5,1,1,1,1, ,1, ,1, ,2,2,2031,0,0,1,0,0,0,3
555, , , ,3,3,1,1,1,1,1,1,1,0,0,0,1,1,3,6,1,1,7,5,7,4,1,5,3,2,5,6,6,6,7,6,4,2,1,1,2,1,2,1,1,25,30,20,15,10,5,5,6,5,5,5,4,5,5,5,5,5,6,5,5,30,15,10,15,30,5,5,6,5,6,5,5,5,4,4,4,4,4,5,5,5,5,5,6,6,2,3,3,3,3,4,4,5,4,4,4,4,6,2,7,1,1,4,5,5,5,6,6,6,6,5,6,1,1,1,1,1,7,4,5,6,1,6,3,2,1,2,7,2,2, , ,1,2,5,2,2031,0,0,1,0,0,0,6
246,11,11,11,1,2,1,1,1,1,0,1,1,1,1,1,1,2,2,3,7,7,7,3,3,2,1,7,5,7,7,4,4,5,5,7,3,7,7,7,7,6,5,5,7,30,20,20,20,10,5,5,6,6,5,4,4,6,6,6,6,6,6,6,5,20,20,10,30,20,5,5,5,7,7,6,7,7,6,5,5,5,4,6,7,7,6,6,5,5,6,6,7,6,6,7,7,5,5,6,6,6,6,7,1,1,1,1,7,7,7,7,6,6,6,6,6,7,7,1,5,7,7,5,6,7,3,7,5,7,4,4,5,1, ,1, ,1, ,2,1,2032,0,0,0,0,0,1,6
212,15,33,0,2, ,0,0,0,4,0,0,0,0,0,0,0,1,4,7,7,7,4,4,6,7,1,1,1,7,4,5,5,6,6,6,2,6,5,6,4,4,3,4,6,20,25,20,25,10,5,4,5,4,3,5,5,3,3,2,3,2,4,4,4,10,15,40,20,15,4,4,4,3,4,4,3,2,3,3,2,3,2,4,4,4,4,4,4,4,3,4,5,4,3,5,4,4,4,5,5,4,3,3,1,1,1,1,5,5,2,4,5,3,5,4,4,7,7,1,1,6,6,4,3,6,2,5,6,6,2,3,2,1, ,1, ,1, ,5,2,2032,0,0,0,1,0,0,6
981,28, ,2,1,3,1,1,1,1,1,1,1,1,0,1,1,2,3,1,1,7,7,1,2,5,7,7,5,6,6,2,1,2,5,1,1,4,5,6,6,2,4,2,2,15,40,10,20,15,6,3,3,3,3,3,2,6,7,6,6,4,6,6,6,20,10,10,20,10,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,6,7,6,6,6,6,7,6,5,6,5,4,4,4,4,4,3,6,4,2,2,2,6,7,6,6,5,6,6,6,6,1,3,3,5,5,6,4,3,5,1,5,3,3,1,1,2,1, ,1, ,1, ,3,2,2034,0,0,1,0,0,0,5
869,11,10,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,7,7,7,7,6,7,7,7,6,4,7,6,6,4,5,6,6,3,7,7,6,6,5,3,5,7,15,20,25,20,20,5,5,4,5,4,5,6,3,2,6,5,5,6,6,6,15,25,10,30,20,5,4,6,6,7,6,5,6,5,4,6,5,5,6,7,6,6,6,6,6,6,4,6,5,4,4,4,4,5,6,3,6,5,5,2,1,1,1,6,7,6,6,6,7,6,5,6,7,7,6,5,7,7,4,6,7,3,6,2,5,1,4,3,1, ,1, ,1,2,3,1,2034,0,0,1,0,0,0,5
935,33,33,3,1,3,1,1,0,1,1,1,0,1,1,1,0,1,1,3,1,3,5,2,2,4,5,5,3,2,5,3,1,2,5,2,1,2,3,6,6,4,2,1,6,20,30,20,15,15,5,5,4,4,4,4,3,5,4,5,5,5,5,4,4,30,30,15,10,15,4,5,4,6,6,5,5,6,4,4,4,4,4,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,6,5,5,4,4,4,2,2,3,5,5,4,5,5,5,5,6,5,5,5,5,4,5,5,5,5,2,1,5,2,5,1,1,5,1, ,1, ,1, ,5,2,2034,0,0,1,0,0,0,6
99,12,12,3,1,2,1,1,1,1,1,1,1,1,0,0,1,1,2,6,6,5,7,1,1,5,7,7,3,2,6,2,1,2,3,1,1,1,1,5,7,1,1,1,1,20,20,20,20,20,4,4,5,5,5,5,4,6,6,4,5,6,7,5,4,20,20,20,20,20,4,5,5,6,5,4,5,4,4,3,5,3,5,5,5,6,6,6,4, ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,4,6,1,4,4,4,3,2,1,4,1,4,1,1,1,1, ,1, ,1, ,2,1,2034,0,0,0,0,0,1,6
913,11,11,5,1, ,1,1,1,1,1,1,1,1,1,1,1,1,2,6,7,7,7,6,3,2,2,7,3,5,6,3,2,2,5,4,1,4,4,5,7,7,1,2,1,25,25,25,25,0,4,5,3,4,2,3,5,5,4,4,5,6,6,7,6,25,11,14,25,25,6,6,6,6,6,7,6,7,6,6,6,7,7,7,7,7,7,7,6,6,5,7,7,6,6,5,5,5,6,6,5,5,6,5,6,4,2,1,7,6,5,5,4,5,6,5,6,2,4,2,3,5,7,6,2,6,4,3,3,6,4,3,2,1, ,1, ,1, ,2,2,2035,0,0,0,0,0,1,2
199,2,8, ,2,3,1,1,1,1,1,1,1,1,1,1,1,1, ,7,1,5,7,5,7,7,1,6,5,1,4,7,7,6,7,7,4,5,2,5,7,6,4,4,3,70,5,10,5,10,5,5,5,5,4,6,5,5,6,5,5,5,6,7,5,5,5,10,50,30,6,6,6,5,6,6,5,6,6,6,7,6,6,6,6,6,7,5,6,6,4,6,1,6,1,6,4,1,1,6,4,3,1,1,1,1,1,1,6,6,6,6,7,6,6,5,6,1,4,2,6,2,7,2,6,6,3,7,1,7,1,3,2,2,2,2,2,1,2,6,2,2037,0,0,1,0,0,0,6
1119,8,6,10,1, ,1,1,1,1,1,1,1,1,1,1,1,2,1,7,7,7,7,7,7,7,4,7,5,7,5,7,7,7,7,7,5,6,6,6,6,6,4,4,6,10,25,30,25,10,5,5,5,5,4,5,5,5,4,6,6,5,6,6,5,15,10,25,50, ,6,6,6,6,6,6,6,7,6,6,6,6,6,7,7,7,7,6,6,6,4,7,7,7,7,7,7,7,6,7,7,7,6,4,2,2,2,2,6,6,6,6,6,6,6,6,6,7,7,2,4,6,6,4,5,5,6,7,6,6,4,6,4,1, ,2,3,1, ,6,1,2037,0,0,0,1,0,0,7
670,16,17,3,1,2,1,1,1,1,0,1,1,1,0,1,0,1,3,6,7,7,7,4,5,4,6,7,7,4,5,3,5,4,5,2,1,2,3,6,6,3,2,1,2,20,20,20,20,20,5,5,3,5,3,3,5,4,4,5,6,6,6,5,5,30,30,5,15,20,3,4,2,5,5,5,1,6,5,4,6,6,5,5,7,6,5,4,3,3,2,5,4,6,6,4,5,5,3,6,4,6,2,2,4,4,7,7,7,7,3,6,4,5,7,4,6,5,4,7,3,5,2,3,4,5,3,6,1,7,1,2,1,1, ,1, ,1, ,2,1,2037,0,0,1,0,0,0, 
606,7,6,8,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,5,7,5,5,7,5,5,5,5,3,6,7,7,4,5,5,7,7,5,5,3,3,50,30,10,10,0,4, , ,3, , , ,3, , ,4, , ,3, ,13,13,7,7,60,5, , ,5, , , , ,4, , , , ,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,3,4,4,5,3,3,5,2,2,2,5,5,4,4,4,5,5,5,5,6,6,5,5,6,6,7,3,5,3,5,3,5,1,3,5,1, ,1, ,1, ,3,1,2037,0,0,1,0,0,0,6
48,5,10,20,2,3,1,1,0,1,1,1,1,1,1,1,1,1,3,6,1,5,5,3,7,4,6,6,5,2, ,5,5,4,7,5,1,2,3,3,4,2,2,2,1,45,10,20,20,5,5,5,5,5,3,4,4,5,2,4,6,5,5,5,5,30,10,10,30,20,5,4,4,5,5,5,2,4,5,3,5,4,4,6,6,6,5,6,6,5,6,5,5,4,4,4,4,4,4,5,5,5,6,5,4,4,2,2,6,6,6,6,5,5,6,6,6,6,2,4,4,2,1,3,3,1,1,5,2,2,1,1,2,2,1,2,1,1,1,5,2,2037,0,0,1,0,0,0,6
1209,31,31,4,3,3,1,1,1,1,1,1,1,1,1,0,1,1,4,3,6,6,7,1,3,3,7,4,2,2,7,2,2,2,2,3,1,5,5,7,7,5,5,4,3,20,20,20,20,20,6,4,6,5,4,5,5,7,7,5,6,5,5,5,5,20,20,20,20,20,6,4,4,5,6,5,6,7,7,6,7,7,7,6,6,6,7,7,7,7,7,5,5,5,4,6,6,6,6,7,4,6,7,5,1,1,1,1,6,6,6,6,6,6,6,6,7,7,7,2,7,6,7,7,5,5,3,6,4,5,4,3,3,1, ,2,2,1, ,5,1,2038,0,0,1,0,0,0,6
760,30,25,1,1,3,1,1,1,1,1,1,1,0,1,1,1,2,2,2,1,5,7,1,1,7,1,7,4,3,4,2,1,2,2,2,1,2,1,2,6,3,4,1,1,30,25,10,30,5,4,3,4,3,3,3,3,4,4,3,4,4,4,5,3,10,10,10,10,60,4,6,6,4,4,5,4,4,4,4,5,6,5,6,6,6,6,6,6,6,7,6,6,5,5,5,6,6,6,6,6,6,6,6,7,5,2,1,6,6,5,6,6,6,6,6,6,7,5,2,2,5,7,2,2,6,6,6,3,2,2,6,2,1, ,1, ,1,1,5,2,2040,0,0,0,1,0,0,6
1033,15,15,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,5,3,2,1,4,2,7,4,2,2,2,2,1,1,3,3,7,7,4,2,4,4,60,20,5,5,10,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,30,10,10,20,30,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,6,7,7,7,7,6,7,7,6,5,5,3,5,7,4,5,4,5,3,7,2,2,6,6,3,5,5,2,3,4,6,7,7,1,5,7,7,7,7,7,7,7,7,7,3,7,7,2, ,2,1,1,1,6,2,2040,0,0,1,0,0,0,7
574,30,30,0,2,3,1,1,0,1,1,1,0,1,0,1,1,1,3,1,1,4,5,3,4,3,5,5,4,4,6,4,3,3,3,3,2,3,3,4,5,4,3,3,5,25,20,25,20,10,5,5,5,5,4,4,4,5,4,5,5,5,4,4,4,25,25,10,10,30,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,6,6,5,5,5,5,5,5,5,5,5,5,4,2,2,2,6,5,5,5,5,5,6,4,5,5,4,4,4,5,4,6,4,5,5,4,3,3,3,5,4,1, ,2,2,1, ,5,1,2040,0,0,1,0,0,0,6
201,6,14,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,4,7,1,3,7,7,7,2,1,2,2,2,7,6,5,7,7,6,6,7,6,7,7,6,3,4,4,20,20,20,20,20,5,5,5,5,4,6,6,6,4,6,6,7,7,6,6,20,20,20,20,20,5,4,4,5,5,6,3,5,5,4,4,4,6,6,5,6,5,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,6,2,2,5,6,6,4,5,2,4,6,4,5,7,7,1,6,7,7,5,7,7,7,7,7,7,3,7,7,2,1,2,1,1,1,3,1,2041,0,0,1,0,0,0,5
45, , ,6,2,3,1,1,1,1,1,1,1,1,1,1,1,2,4,5,1,7,7,1,7,7,1,4,1,3,5,7,6,7,7,7,6,7,7,7,7,5,2,2,7,20,30,20,20,10,5,5,6,5,6,5,4,6,6,6,6,6,6,7, ,26,16,16,16,26,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,6,6,5,6,5,7,5,6,5,6,1,1,1,1,6,6,7,6,4,6,6,6,7,7,7,1,4,7,7,4,6,7,6,7,6,7,4,6,2,2,4,1, ,1, ,3,2,2042,0,0,1,0,0,0,5
1079,45,45,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,6,7,7,7,1,7,6,1,3,1,2,5,5,1,5,5,5,2,5,5,5,4,2,1,1,2,5,40,30,15,10,5,4,4,5,3,5,5,6,6,6,6,6,6,5,3,20,30,20,20,10,5,5,3,6,6,3,4,5,6,6,6,6,6,5,5,5,5,7,7,5,5,6,5,6,6,6,6,7,6,6,6,6,4,4,1,1,1,1,5,5,6,5,4,5,6,5,6,7,7,2,2,6,6,4,2,6,3,5,4,2,2,3,4,1, ,1, ,1,1,6,1,2042,0,0,1,0,0,0,4
